mmp_ID	DB	assembly_accession	bioproject_accession	biosample_accession	genbank_accession	NCBI_refseq_accession	analysis_project_type	sequencing_depth	publication_pmid	ref_biomaterial	tRNAs	rRNA5S	rRNA16S	rRNA23S	GC	contigs	Assembly_length	N50	genomes	markers	marker_sets	zero	one	two	three	four	fivepluss	Completeness	Contamination	Strain_heterogeneity
MMP09215145	MarDB	GCA_003647555.1	PRJNA362212	SAMN09215145	QMNB01000000	missing	missing	15.7193308550186x	missing	missing	1	0	0	0	49.53877506	538	1890184	3437	83	247	155	105	126	16	0	0	0	55.01	7.1	0
MMP09215146	MarDB	GCA_003647425.1	PRJNA362212	SAMN09215146	QMMU01000000	missing	missing	26.8659217877095x	missing	missing	1	0	0	0	46.80285957	1432	6294797	4481	83	247	155	109	126	12	0	0	0	54.49	6.45	25
MMP09215147	MarDB	GCA_003647375.1	PRJNA362212	SAMN09215147	QMMS01000000	missing	missing	22.574679943101x	missing	missing	1	0	0	0	47.75938709	703	5413608	10543	83	247	155	15	217	15	0	0	0	91.94	7.31	13.33
MMP09215150	MarDB	GCA_003647135.1	PRJNA362212	SAMN09215150	QMMG01000000	missing	missing	24.1426491994178x	missing	missing	1	0	0	0	50.62370399	687	2869871	4163	83	247	155	88	153	6	0	0	0	63.29	3.03	33.33
MMP09215149	MarDB	GCA_003647225.1	PRJNA362212	SAMN09215149	QMMK01000000	missing	missing	41.8497217068646x	missing	missing	1	1	0	0	46.528647	539	2116365	3778	83	247	155	76	147	24	0	0	0	60.32	9.42	50
MMP09215148	MarDB	GCA_003647305.1	PRJNA362212	SAMN09215148	QMMO01000000	missing	missing	21.4987179487179x	missing	missing	2	0	0	0	43.9417065	780	3653306	4785	83	247	155	110	132	5	0	0	0	57.9	2.47	40
MMP09215151	MarDB	GCA_003643835.1	PRJNA362212	SAMN09215151	QMK 01000000	missing	missing	41.85x	missing	missing	4	0	0	0	33.34562313	40	1434794	49597	138	338	246	5	332	1	0	0	0	98.51	0.41	0
MMP09215152	MarDB	GCA_003650085.1	PRJNA362212	SAMN09215152	QNFW01000000	missing	missing	21.4298642533937x	missing	missing	1	0	0	0	38.37488105	221	3045414	41273	2258	182	112	11	164	7	0	0	0	91.22	5.41	14.29
MMP09215159	MarDB	GCA_003646255.1	PRJNA362212	SAMN09215159	QNFF01000000	missing	missing	46.6775x	missing	missing	1	0	1	0	53.40902896	400	2439771	7189	1495	261	164	50	207	4	0	0	0	81.67	2.44	50
MMP09215158	MarDB	GCA_003646305.1	PRJNA362212	SAMN09215158	QNFJ01000000	missing	missing	32.6628571428571x	missing	missing	1	0	0	0	45.79943907	350	2448423	8692	112	581	290	62	505	14	0	0	0	89.56	3	64.29
MMP09215165	MarDB	GCA_003645255.1	PRJNA362212	SAMN09215165	QNES01000000	missing	missing	35.8498402555911x	missing	missing	1	1	0	0	38.70108236	313	4409887	20471	119	544	284	34	501	9	0	0	0	91.25	1.2	0
MMP09215160	MarDB	GCA_003645455.1	PRJNA362212	SAMN09215160	QNFE01000000	missing	missing	37.0120481927711x	missing	missing	1	0	1	0	33.16837	83	2057831	33312	1495	261	164	16	244	1	0	0	0	93.65	0.61	0
MMP09215166	MarDB	GCA_003646175.1	PRJNA362212	SAMN09215166	QNER01000000	missing	missing	39.4586746090841x	missing	missing	1	0	0	0	41.81809218	1343	8783141	7669	119	544	284	113	420	9	2	0	0	79.5	3.52	13.33
MMP09215167	MarDB	GCA_003646155.1	PRJNA362212	SAMN09215167	QNEP01000000	missing	missing	26.5499367888748x	missing	missing	6	0	0	0	44.1081354	791	3633001	4456	119	544	284	228	273	43	0	0	0	60.59	8.78	27.91
MMP09215157	MarDB	GCA_003646345.1	PRJNA362212	SAMN09215157	QNFL01000000	missing	missing	22.2184557438795x	missing	missing	2	0	1	0	53.48388841	531	4361549	12061	119	544	284	81	417	46	0	0	0	83.52	9.18	8.7
MMP09215155	MarDB	GCA_003645535.1	PRJNA362212	SAMN09215155	QNFP01000000	missing	missing	21.0449826989619x	missing	missing	1	2	1	0	49.13780976	578	4151404	10001	356	451	270	37	401	13	0	0	0	89.27	1.66	0
MMP09215153	MarDB	GCA_003646415.1	PRJNA362212	SAMN09215153	QNFS01000000	missing	missing	36.2861035422343x	missing	missing	1	0	0	0	55.83206897	367	2934276	12154	263	503	230	68	416	19	0	0	0	85.5	3.88	21.05
MMP09215154	MarDB	GCA_003646405.1	PRJNA362212	SAMN09215154	QNFR01000000	missing	missing	27.2688172043011x	missing	missing	1	1	0	0	56.39902764	279	2898917	18239	263	503	230	67	396	40	0	0	0	91.06	7.97	7.5
MMP09215168	MarDB	GCA_003645215.1	PRJNA362212	SAMN09215168	QNEM01000000	missing	missing	23.1413881748072x	missing	missing	4	0	1	0	43.99383986	389	2449943	7530	119	544	284	89	441	14	0	0	0	82.03	2.23	50
MMP09215162	MarDB	GCA_003645335.1	PRJNA362212	SAMN09215162	QNEW01000000	missing	missing	46.9655797101449x	missing	missing	1	0	0	0	39.7172803	552	2166669	3936	1495	261	164	121	132	8	0	0	0	62.12	3.5	37.5
MMP09215163	MarDB	GCA_003645305.1	PRJNA362212	SAMN09215163	QNEV01000000	missing	missing	39.3342175066313x	missing	missing	1	0	0	0	41.82522919	377	2089239	6583	119	544	284	150	379	15	0	0	0	71.55	2.44	40
MMP09215156	MarDB	GCA_003646355.1	PRJNA362212	SAMN09215156	QNFO01000000	missing	missing	17.4009661835749x	missing	missing	1	0	0	0	50.92638069	414	1993295	5108	356	451	270	227	220	4	0	0	0	54.33	0.56	50
MMP09215161	MarDB	GCA_003646245.1	PRJNA362212	SAMN09215161	QNFB01000000	missing	missing	20.3623188405797x	missing	missing	1	0	0	0	54.43879779	414	1596029	3688	112	581	290	231	320	30	0	0	0	58.02	4.8	13.33
MMP09215164	MarDB	GCA_003646195.1	PRJNA362212	SAMN09215164	QNEU01000000	missing	missing	25.7261146496815x	missing	missing	2	0	0	0	40.98322817	314	1299739	4168	119	544	284	264	268	12	0	0	0	51.24	2.28	58.33
MMP09215169	MarDB	GCA_003645185.1	PRJNA362212	SAMN09215169	QNEL01000000	missing	missing	39.2825322391559x	missing	missing	1	0	0	0	40.94195379	853	8365060	13603	119	544	284	80	457	7	0	0	0	85.62	1.45	57.14
MMP09215141	MarDB	GCA_003661165.1	PRJNA362212	SAMN09215141	QMVP01000000	missing	missing	25.171875x	missing	missing	1	0	1	1	45.15116886	256	1204084	4952	95	228	153	51	173	4	0	0	0	75.5	1.96	50
MMP09215170	MarDB	GCA_003641715.1	PRJNA362212	SAMN09215170	QNBM01000000	missing	missing	25.3063909774436x	missing	missing	1	0	0	0	47.97010274	532	3365392	7152	72	215	125	36	174	5	0	0	0	84.19	2.83	20
MMP09215142	MarDB	GCA_003660485.1	PRJNA362212	SAMN09215142	QMUI01000000	missing	missing	13.9172661870504x	missing	missing	1	0	0	0	45.0000704	278	1349509	5109	45	299	202	64	224	11	0	0	0	75.04	4.12	45.45
MMP09215171	MarDB	GCA_003644025.1	PRJNA362212	SAMN09215171	QNBA01000000	missing	missing	43.5984251968504x	missing	missing	1	0	0	0	36.80985437	381	1564869	4130	138	338	246	133	195	10	0	0	0	56.08	2.52	0
MMP09215144	MarDB	GCA_003650035.1	PRJNA362212	SAMN09215144	QMTS01000000	missing	missing	18.3351955307263x	missing	missing	1	0	0	0	43.52417054	179	802237	4628	148	188	125	67	118	3	0	0	0	60.57	0.88	66.67
MMP09215143	MarDB	GCA_003663565.1	PRJNA362212	SAMN09215143	QMTT01000000	missing	missing	13.971119133574x	missing	missing	1	1	0	0	40.73455953	277	1294844	5033	148	188	125	51	126	11	0	0	0	74.11	2.91	0
MMP09215173	MarDB	GCA_003643965.1	PRJNA362212	SAMN09215173	QNAQ01000000	missing	missing	14.5228915662651x	missing	missing	2	0	0	0	42.30161257	415	1614442	3791	5443	102	57	29	62	11	0	0	0	56.84	4.32	9.09
MMP09215172	MarDB	GCA_003643975.1	PRJNA362212	SAMN09215172	QNAR01000000	missing	missing	15.3070866141732x	missing	missing	1	0	0	0	41.32286135	254	1744083	7964	5443	104	58	9	94	1	0	0	0	89.18	1.72	0
MMP09214939	MarDB	GCA_003662995.1	PRJNA362212	SAMN09214939	QMZC01000000	missing	missing	45.3155080213904x	missing	missing	1	1	0	0	38.41475473	187	2609224	21588	95	228	153	6	218	4	0	0	0	96.73	2.61	50
MMP09214919	MarDB	GCA_003645115.1	PRJNA362212	SAMN09214919	QNEG01000000	missing	missing	19.0149625935162x	missing	missing	1	1	0	1	41.28662317	401	2153964	5812	2993	147	91	46	98	3	0	0	0	65.38	2.2	0
MMP09214920	MarDB	GCA_003646105.1	PRJNA362212	SAMN09214920	QNEF01000000	missing	missing	22.722972972973x	missing	missing	1	0	0	0	44.53354179	296	1230614	4104	2993	147	91	66	79	2	0	0	0	54.8	1.16	50
MMP09214921	MarDB	GCA_003645085.1	PRJNA362212	SAMN09214921	QNEE01000000	missing	missing	19.1082089552239x	missing	missing	1	0	1	0	49.80796501	268	2674773	13541	2993	147	91	9	136	2	0	0	0	91.21	2.2	0
MMP09214922	MarDB	GCA_003644995.1	PRJNA362212	SAMN09214922	QND 01000000	missing	missing	27.7478632478632x	missing	missing	1	0	0	1	41.65708275	234	1548601	6860	2993	147	91	34	109	4	0	0	0	68.13	2.36	75
MMP09214950	MarDB	GCA_003647645.1	PRJNA362212	SAMN09214950	QMNG01000000	missing	missing	51.695652173913x	missing	missing	2	2	1	2	43.04270849	138	1136987	14968	924	151	101	43	108	0	0	0	0	64.85	0	0
MMP09214952	MarDB	GCA_003645965.1	PRJNA362212	SAMN09214952	QNDK01000000	missing	missing	35.1021611001965x	missing	missing	2	0	0	0	43.01953197	508	2420289	5049	2993	147	91	24	122	1	0	0	0	77.77	0.55	0
MMP09214953	MarDB	GCA_003644825.1	PRJNA362212	SAMN09214953	QNDJ01000000	missing	missing	31.0831643002028x	missing	missing	1	0	0	0	33.68088676	493	2483551	5352	2993	147	91	23	123	1	0	0	0	78.94	1.1	0
MMP09214985	MarDB	GCA_003641355.1	PRJNA362212	SAMN09214985	QNAE01000000	missing	missing	18.080229226361x	missing	missing	1	0	1	0	41.01657506	349	1591186	4686	2993	147	91	44	102	1	0	0	0	66.79	0.1	0
MMP09214906	MarDB	GCA_003650505.1	PRJNA362212	SAMN09214906	QMQL01000000	missing	missing	22.1184834123223x	missing	missing	1	0	1	1	62.95366132	211	1145954	5906	5443	105	59	12	92	1	0	0	0	82.74	1.69	100
MMP09214907	MarDB	GCA_003663475.1	PRJNA362212	SAMN09214907	QNAA01000000	missing	missing	124.491379310345x	missing	missing	1	0	0	0	37.70443898	116	872632	8725	207	149	107	23	124	2	0	0	0	81.46	1.01	50
MMP09214908	MarDB	GCA_003663445.1	PRJNA362212	SAMN09214908	QMZZ01000000	missing	missing	21.1891891891892x	missing	missing	1	0	0	0	46.90143958	111	574541	5667	207	149	107	28	120	1	0	0	0	76.95	0.47	0
MMP09214909	MarDB	GCA_003663225.1	PRJNA362212	SAMN09214909	QMZP01000000	missing	missing	17.5090909090909x	missing	missing	2	0	0	0	51.9215618	165	941786	6402	207	149	107	43	101	5	0	0	0	66.82	0.36	0
MMP09214910	MarDB	GCA_003663235.1	PRJNA362212	SAMN09214910	QMZO01000000	missing	missing	38.1333333333333x	missing	missing	1	0	0	0	38.66347165	240	1004064	4313	207	149	107	50	95	4	0	0	0	59.74	2.8	0
MMP09214911	MarDB	GCA_003648815.1	PRJNA362212	SAMN09214911	QMPZ01000000	missing	missing	37.3036437246964x	missing	missing	1	0	1	0	44.60401524	247	1817027	8988	2993	143	89	10	132	1	0	0	0	90.45	1.12	0
MMP09214942	MarDB	GCA_003663045.1	PRJNA362212	SAMN09214942	QMZG01000000	missing	missing	32.1049382716049x	missing	missing	2	0	1	1	39.1748891	162	1171794	9246	45	299	202	44	250	5	0	0	0	80.98	2	0
MMP09214912	MarDB	GCA_003648765.1	PRJNA362212	SAMN09214912	QMPV01000000	missing	missing	48.0555555555556x	missing	missing	1	0	0	0	43.44581547	288	2767995	16051	2258	188	117	16	169	3	0	0	0	91.44	1.88	0
MMP09214913	MarDB	GCA_003662445.1	PRJNA362212	SAMN09214913	QMYC01000000	missing	missing	57.3896103896104x	missing	missing	1	0	0	0	49.50769388	385	1622263	4226	207	149	107	65	81	3	0	0	0	55.25	2.8	100
MMP09214914	MarDB	GCA_003662145.1	PRJNA362212	SAMN09214914	QM M01000000	missing	missing	26.547619047619x	missing	missing	1	0	0	0	36.27438426	126	843372	6920	207	149	107	49	90	10	0	0	0	66.69	7.79	10
MMP09214915	MarDB	GCA_003662125.1	PRJNA362212	SAMN09214915	QM L01000000	missing	missing	20.1255060728745x	missing	missing	1	0	0	0	45.86282824	247	1475537	5878	207	149	107	65	82	2	0	0	0	56.78	1.87	0
MMP09214916	MarDB	GCA_003662065.1	PRJNA362212	SAMN09214916	QM I01000000	missing	missing	201.331775700935x	missing	missing	1	0	0	0	41.29124098	214	853520	3849	207	145	103	64	75	6	0	0	0	59.58	5.34	16.67
MMP09214917	MarDB	GCA_003661975.1	PRJNA362212	SAMN09214917	QM E01000000	missing	missing	59.0821256038647x	missing	missing	1	0	1	0	45.64757597	207	1775367	13175	207	149	107	21	120	8	0	0	0	83.64	6.07	12.5
MMP09214918	MarDB	GCA_003661965.1	PRJNA362212	SAMN09214918	QM D01000000	missing	missing	43.4155844155844x	missing	missing	1	0	0	0	39.11023281	154	1300992	13167	207	149	107	12	136	1	0	0	0	89.25	0.07	100
MMP09214948	MarDB	GCA_003661485.1	PRJNA362212	SAMN09214948	QMWF01000000	missing	missing	20.8648648648649x	missing	missing	2	0	0	0	41.1260526	185	958108	5525	207	145	103	38	97	10	0	0	0	70.39	8.25	0
MMP09214949	MarDB	GCA_003644895.1	PRJNA362212	SAMN09214949	QNDO01000000	missing	missing	31.2298387096774x	missing	missing	1	0	1	1	39.20264553	248	1678300	7885	2993	147	91	14	131	2	0	0	0	88.21	1.47	100
MMP09214951	MarDB	GCA_003661245.1	PRJNA362212	SAMN09214951	QMVT01000000	missing	missing	32.2101167315175x	missing	missing	1	1	1	1	43.83414197	257	1103715	4271	207	149	107	62	87	0	0	0	0	63.22	0	0
MMP09214954	MarDB	GCA_003645835.1	PRJNA362212	SAMN09214954	QNCT01000000	missing	missing	22.5483234714004x	missing	missing	1	0	0	0	36.55269869	507	2086902	4096	2993	147	91	36	110	1	0	0	0	65.38	1.1	0
MMP09214955	MarDB	GCA_003644595.1	PRJNA362212	SAMN09214955	QNCS01000000	missing	missing	37.3978201634877x	missing	missing	1	0	0	0	39.759141	367	1723498	4853	2993	147	91	34	112	1	0	0	0	70.88	1.1	100
MMP09214956	MarDB	GCA_003644575.1	PRJNA362212	SAMN09214956	QNCR01000000	missing	missing	18.0443037974684x	missing	missing	3	0	0	0	45.54529753	316	1834769	6613	2993	147	91	27	119	1	0	0	0	78.02	0.1	0
MMP09214957	MarDB	GCA_003660965.1	PRJNA362212	SAMN09214957	QMVF01000000	missing	missing	17.304347826087x	missing	missing	1	1	0	0	47.63388776	138	812789	6974	207	149	107	34	115	0	0	0	0	75.4	0	0
MMP09214958	MarDB	GCA_003647665.1	PRJNA362212	SAMN09214958	QMNF01000000	missing	missing	73.7772020725389x	missing	missing	3	1	1	4	34.83944739	385	1859266	4851	5449	104	58	27	75	2	0	0	0	70.61	3.45	0
MMP09214959	MarDB	GCA_003647625.1	PRJNA362212	SAMN09214959	QMNE01000000	missing	missing	26.1866666666667x	missing	missing	1	0	1	1	40.47763951	150	837996	6201	924	151	101	59	79	13	0	0	0	50	4.04	0
MMP09214960	MarDB	GCA_003644525.1	PRJNA362212	SAMN09214960	QNCO01000000	missing	missing	58.9646017699115x	missing	missing	1	1	1	1	34.89973593	113	1426134	19846	2921	152	93	13	138	1	0	0	0	87.1	1.08	0
MMP09214961	MarDB	GCA_003644405.1	PRJNA362212	SAMN09214961	QNCE01000000	missing	missing	197.834285714286x	missing	missing	1	0	1	0	34.90065539	175	1428764	11976	2921	152	93	16	135	1	0	0	0	84.59	1.08	0
MMP09214962	MarDB	GCA_003644385.1	PRJNA362212	SAMN09214962	QNCD01000000	missing	missing	42.5542857142857x	missing	missing	1	0	0	0	40.24697773	175	1739671	14723	5449	104	58	9	78	17	0	0	0	87.07	4.23	0
MMP09214963	MarDB	GCA_003660845.1	PRJNA362212	SAMN09214963	QMUZ01000000	missing	missing	45.9565217391304x	missing	missing	1	0	0	1	30.72973611	299	1670138	5376	207	149	107	64	72	13	0	0	0	54.91	6.83	0
MMP09214981	MarDB	GCA_003649185.1	PRJNA362212	SAMN09214981	QMRB01000000	missing	missing	67.8389830508475x	missing	missing	1	0	0	0	37.16692638	118	1382915	20336	207	149	107	21	128	0	0	0	0	82.24	0	0
MMP09214982	MarDB	GCA_003650625.1	PRJNA362212	SAMN09214982	QMQW01000000	missing	missing	115.451612903226x	missing	missing	1	0	0	0	44.51766256	93	519149	5805	207	149	107	78	71	0	0	0	0	52.96	0	0
MMP09214983	MarDB	GCA_003649085.1	PRJNA362212	SAMN09214983	QMQV01000000	missing	missing	26.5836431226766x	missing	missing	1	1	1	0	42.68076682	269	1937662	11590	207	149	107	12	128	9	0	0	0	94.42	7.01	0
MMP09214984	MarDB	GCA_003650545.1	PRJNA362212	SAMN09214984	QMQO01000000	missing	missing	49.5864661654135x	missing	missing	2	3	1	1	36.22662662	133	1637707	27626	207	149	107	56	92	1	0	0	0	63.48	0.07	0
MMP09214923	MarDB	GCA_003650225.1	PRJNA362212	SAMN09214923	QMOG01000000	missing	missing	35.0229885057471x	missing	missing	1	1	1	0	59.27675617	261	1961828	8248	924	151	101	32	118	1	0	0	0	76.4	0.2	100
MMP09214924	MarDB	GCA_003647955.1	PRJNA362212	SAMN09214924	QMNV01000000	missing	missing	16.9156193895871x	missing	missing	1	0	0	0	59.8286614	557	2316816	4249	924	163	110	63	93	7	0	0	0	52.45	2.17	0
MMP09214925	MarDB	GCA_003647945.1	PRJNA362212	SAMN09214925	QMNU01000000	missing	missing	54.7800511508951x	missing	missing	1	1	0	1	46.39981173	391	1937607	5259	924	151	101	21	122	8	0	0	0	84.87	6.34	37.5
MMP09214968	MarDB	GCA_003646975.1	PRJNA362212	SAMN09214968	QMLY01000000	missing	missing	18.0469314079422x	missing	missing	2	0	0	0	58.8174233	554	3251324	6686	83	247	155	38	208	1	0	0	0	81.7	0.65	100
MMP09214969	MarDB	GCA_003646955.1	PRJNA362212	SAMN09214969	QML 01000000	missing	missing	32.1338289962825x	missing	missing	1	0	0	0	48.32396989	538	3642536	8690	83	247	155	14	212	21	0	0	0	91.61	9.14	9.52
MMP09214966	MarDB	GCA_003647435.1	PRJNA362212	SAMN09214966	QMMV01000000	missing	missing	26.6652173913043x	missing	missing	2	0	0	0	48.83730776	460	2527281	6207	83	247	155	41	201	5	0	0	0	79.55	2.8	0
MMP09214970	MarDB	GCA_003646935.1	PRJNA362212	SAMN09214970	QMLW01000000	missing	missing	19.009324009324x	missing	missing	2	0	0	0	50.51520796	429	2380398	6170	83	247	155	47	196	4	0	0	0	79.8	1.35	0
MMP09214971	MarDB	GCA_003646875.1	PRJNA362212	SAMN09214971	QMLT01000000	missing	missing	29.578125x	missing	missing	1	0	0	0	41.85934336	384	2201702	6346	83	247	155	30	215	2	0	0	0	84.82	0.67	50
MMP09214972	MarDB	GCA_003646865.1	PRJNA362212	SAMN09214972	QMLS01000000	missing	missing	88.8510028653295x	missing	missing	2	0	1	0	48.37075493	349	2467247	8477	83	247	155	32	214	1	0	0	0	81.29	0.65	0
MMP09214973	MarDB	GCA_003643925.1	PRJNA362212	SAMN09214973	QMLG01000000	missing	missing	28.5519287833828x	missing	missing	1	0	0	1	39.97642795	337	1348207	3922	83	247	155	122	122	3	0	0	0	50.7	1.61	33.33
MMP09214967	MarDB	GCA_003647275.1	PRJNA362212	SAMN09214967	QMMN01000000	missing	missing	89.7383720930233x	missing	missing	1	0	1	0	48.45053313	172	2998128	39108	83	247	155	12	231	4	0	0	0	93.55	2.58	0
MMP09214974	MarDB	GCA_003646585.1	PRJNA362212	SAMN09214974	QMLA01000000	missing	missing	27.3697183098592x	missing	missing	2	1	0	1	54.88494426	284	1393455	5360	138	338	246	107	230	1	0	0	0	64.07	0.41	0
MMP09214975	MarDB	GCA_003643855.1	PRJNA362212	SAMN09214975	QMKZ01000000	missing	missing	41.0121457489879x	missing	missing	1	0	0	0	57.64491114	247	1268674	5537	2258	190	119	51	131	8	0	0	0	72.39	5.09	25
MMP09214940	MarDB	GCA_003661125.1	PRJNA362212	SAMN09214940	QMVO01000000	missing	missing	319.355x	missing	missing	2	1	0	0	42.98739756	400	2212588	6150	95	228	153	32	191	5	0	0	0	83.83	3.27	0
MMP09214941	MarDB	GCA_003661045.1	PRJNA362212	SAMN09214941	QMVJ01000000	missing	missing	37.8169934640523x	missing	missing	3	1	1	0	45.27949879	306	2086145	9094	95	228	153	20	196	12	0	0	0	89.84	4.84	8.33
MMP09214964	MarDB	GCA_003644205.1	PRJNA362212	SAMN09214964	QNBT01000000	missing	missing	114.441037735849x	missing	missing	1	0	1	0	48.69603717	424	2638112	6692	2921	143	88	21	120	2	0	0	0	77.84	1.7	100
MMP09214965	MarDB	GCA_003644175.1	PRJNA362212	SAMN09214965	QNBS01000000	missing	missing	20.2938271604938x	missing	missing	1	0	1	0	53.60625132	405	2511084	7296	2921	143	88	26	115	2	0	0	0	82.73	1.24	100
MMP09214976	MarDB	GCA_003644145.1	PRJNA362212	SAMN09214976	QNBP01000000	missing	missing	28.0659340659341x	missing	missing	1	0	0	0	38.82031366	455	1883009	4188	72	215	125	74	128	13	0	0	0	61.2	3.87	38.46
MMP09214977	MarDB	GCA_003645645.1	PRJNA362212	SAMN09214977	QNBH01000000	missing	missing	25.3105263157895x	missing	missing	1	2	0	0	43.81660905	380	3982661	14979	2993	141	87	3	138	0	0	0	0	96.55	0	0
MMP09214978	MarDB	GCA_003660685.1	PRJNA362212	SAMN09214978	QMUR01000000	missing	missing	89.7195767195767x	missing	missing	1	1	0	0	49.30759848	189	752598	3896	207	145	103	63	80	2	0	0	0	56.05	1.29	100
MMP09214979	MarDB	GCA_003660665.1	PRJNA362212	SAMN09214979	QMUQ01000000	missing	missing	82.2832764505119x	missing	missing	1	1	0	0	43.79877194	293	1197666	4018	207	145	103	63	78	4	0	0	0	56.42	2.91	75
MMP09214943	MarDB	GCA_003660605.1	PRJNA362212	SAMN09214943	QMUN01000000	missing	missing	33.0585774058577x	missing	missing	1	1	0	0	36.24604539	239	1173946	5342	45	299	202	54	234	11	0	0	0	78.69	4.17	9.09
MMP09214980	MarDB	GCA_003641605.1	PRJNA362212	SAMN09214980	QNA 01000000	missing	missing	52.1078717201166x	missing	missing	1	0	1	1	49.72283202	343	1450384	4467	62	280	168	67	210	3	0	0	0	69.18	0.36	33.33
MMP09214945	MarDB	GCA_003663585.1	PRJNA362212	SAMN09214945	QMTU01000000	missing	missing	19.436018957346x	missing	missing	1	0	0	0	41.73553296	211	1074667	5336	148	188	125	54	132	2	0	0	0	67.46	0.96	50
MMP09214946	MarDB	GCA_003649885.1	PRJNA362212	SAMN09214946	QMTC01000000	missing	missing	38.1887755102041x	missing	missing	1	1	0	0	39.86216034	196	855922	4510	148	188	125	60	125	3	0	0	0	63.61	2.4	66.67
MMP09214944	MarDB	GCA_003663625.1	PRJNA362212	SAMN09214944	QMTW01000000	missing	missing	27.4664310954064x	missing	missing	2	0	0	0	52.19376194	283	1894531	8380	148	188	125	19	166	3	0	0	0	86.4	2.4	33.33
MMP09214947	MarDB	GCA_003650985.1	PRJNA362212	SAMN09214947	QMSY01000000	missing	missing	31.8268156424581x	missing	missing	2	0	0	0	34.79669215	179	1121575	6290	148	188	125	81	99	8	0	0	0	51.42	3.04	0
MMP09214931	MarDB	GCA_003650925.1	PRJNA362212	SAMN09214931	QMSP01000000	missing	missing	50.641975308642x	missing	missing	1	1	1	0	44.50110538	81	2143158	48219	59	174	136	1	170	3	0	0	0	99.26	2.21	0
MMP09214938	MarDB	GCA_003649205.1	PRJNA362212	SAMN09214938	QMRC01000000	missing	missing	27x	missing	missing	1	1	0	0	43.24523489	31	2066741	124458	59	174	136	2	165	7	0	0	0	98.53	5.15	57.14
MMP09214934	MarDB	GCA_003649445.1	PRJNA362212	SAMN09214934	QMRV01000000	missing	missing	70.1232558139535x	missing	missing	1	1	1	0	38.60491839	430	3543678	16477	59	174	136	3	160	11	0	0	0	97.79	7.72	0
MMP09214932	MarDB	GCA_003649665.1	PRJNA362212	SAMN09214932	QMSL01000000	missing	missing	126.130434782609x	missing	missing	1	1	1	0	40.21237294	207	1395093	8463	59	174	136	17	154	3	0	0	0	89.46	2.21	0
MMP09214935	MarDB	GCA_003649375.1	PRJNA362212	SAMN09214935	QMRS01000000	missing	missing	50.2641509433962x	missing	missing	1	0	1	0	57.8839334	371	2155745	6363	59	174	136	27	144	3	0	0	0	85.55	2.21	66.67
MMP09214926	MarDB	GCA_003661865.1	PRJNA362212	SAMN09214926	QMWY01000000	missing	missing	22.2105263157895x	missing	missing	1	0	0	0	56.11091914	285	1562760	6010	41	245	158	34	206	5	0	0	0	81.76	2.53	20
MMP09214927	MarDB	GCA_003661825.1	PRJNA362212	SAMN09214927	QMWW01000000	missing	missing	21.5064102564103x	missing	missing	1	0	0	0	43.6057159	156	1149425	8302	41	245	158	71	171	3	0	0	0	74.96	1.27	0
MMP09214928	MarDB	GCA_003661805.1	PRJNA362212	SAMN09214928	QMWV01000000	missing	missing	55.2388059701493x	missing	missing	1	0	1	0	36.6649087	268	2485821	14863	41	245	158	57	177	11	0	0	0	78.93	6.96	72.73
MMP09214936	MarDB	GCA_003650675.1	PRJNA362212	SAMN09214936	QMRH01000000	missing	missing	56.0604026845638x	missing	missing	1	1	1	0	42.12481653	149	2065063	29169	59	174	136	3	155	16	0	0	0	97.79	7.35	0
MMP09214937	MarDB	GCA_003649235.1	PRJNA362212	SAMN09214937	QMRG01000000	missing	missing	60.3727272727273x	missing	missing	3	1	0	0	39.87109931	220	1812403	11875	59	174	136	31	134	9	0	0	0	82.66	5.51	22.22
MMP09214933	MarDB	GCA_003649565.1	PRJNA362212	SAMN09214933	QMSF01000000	missing	missing	31.4600760456274x	missing	missing	2	0	0	0	42.23184865	263	1326210	5506	59	174	136	39	122	13	0	0	0	76.84	5.18	61.54
MMP09214929	MarDB	GCA_003661775.1	PRJNA362212	SAMN09214929	QMWT01000000	missing	missing	30.4179104477612x	missing	missing	1	0	0	0	46.31039008	134	1131705	11531	41	245	158	69	169	7	0	0	0	66.36	2.87	28.57
MMP09214930	MarDB	GCA_003661745.1	PRJNA362212	SAMN09214930	QMWS01000000	missing	missing	58.572864321608x	missing	missing	1	0	0	0	44.06550234	199	1082282	6018	41	245	158	46	194	5	0	0	0	74.54	2.74	40
MMP09214878	MarDB	GCA_003662985.1	PRJNA362212	SAMN09214878	QMZD01000000	missing	missing	69.7859007832898x	missing	missing	1	1	0	0	41.64446012	383	2151393	6408	95	228	153	47	177	4	0	0	0	78.52	1.96	75
MMP09214879	MarDB	GCA_003662965.1	PRJNA362212	SAMN09214879	QMZA01000000	missing	missing	43.5269841269841x	missing	missing	1	0	0	0	36.91231344	315	1860707	6914	95	228	153	40	168	20	0	0	0	78.1	6.16	80
MMP09214868	MarDB	GCA_003645045.1	PRJNA362212	SAMN09214868	QNEB01000000	missing	missing	52.1616161616162x	missing	missing	2	0	1	0	44.86563213	297	1396316	4756	2993	147	91	42	101	4	0	0	0	68.18	3.85	75
